Booking_ID,Booking_Date,City,Vehicle_Type,Booking_Status,Fare_Amount
161,2024-03-07 16:00:00,Delhi,Sedan,Completed,154
162,2024-03-07 17:00:00,Mumbai,Bike,Completed,1318
163,2024-03-07 18:00:00,Bangalore,Sedan,Completed,523
164,2024-03-07 19:00:00,Bangalore,Mini,Completed,414
165,2024-03-07 20:00:00,Pune,Bike,Cancelled,1251
166,2024-03-07 21:00:00,Delhi,Auto,Completed,131
167,2024-03-07 22:00:00,Bangalore,Bike,Completed,192
168,2024-03-07 23:00:00,Mumbai,Auto,Completed,618
169,2024-03-08 00:00:00,Bangalore,Sedan,Completed,1381
170,2024-03-08 01:00:00,Bangalore,Sedan,Cancelled,952
171,2024-03-08 02:00:00,Pune,Auto,Completed,1343
172,2024-03-08 03:00:00,Pune,Auto,Cancelled,851
173,2024-03-08 04:00:00,Mumbai,Mini,Completed,1229
174,2024-03-08 05:00:00,Pune,Sedan,Completed,515
175,2024-03-08 06:00:00,Bangalore,Sedan,Completed,656
176,2024-03-08 07:00:00,Bangalore,Mini,Completed,1432
177,2024-03-08 08:00:00,Pune,Sedan,Cancelled,465
178,2024-03-08 09:00:00,Bangalore,Auto,Completed,698
179,2024-03-08 10:00:00,Bangalore,Bike,Completed,1493
180,2024-03-08 11:00:00,Mumbai,Bike,Completed,430
181,2024-03-08 12:00:00,Pune,Sedan,Completed,788
182,2024-03-08 13:00:00,Bangalore,Mini,Cancelled,110
183,2024-03-08 14:00:00,Pune,Auto,Completed,917
184,2024-03-08 15:00:00,Mumbai,Bike,Completed,518
185,2024-03-08 16:00:00,Pune,Auto,Driver_No_Show,1245
186,2024-03-08 17:00:00,Bangalore,Sedan,Completed,1010
187,2024-03-08 18:00:00,Pune,Sedan,Completed,1358
188,2024-03-08 19:00:00,Bangalore,Bike,Completed,1454
189,2024-03-08 20:00:00,Bangalore,Sedan,Completed,447
190,2024-03-08 21:00:00,Bangalore,Mini,Completed,1057
191,2024-03-08 22:00:00,Mumbai,Sedan,Completed,511
192,2024-03-08 23:00:00,Pune,Sedan,Completed,1347
193,2024-03-09 00:00:00,Mumbai,Sedan,Driver_No_Show,252
194,2024-03-09 01:00:00,Pune,Auto,Completed,1335
195,2024-03-09 02:00:00,Mumbai,Auto,Completed,191
196,2024-03-09 03:00:00,Delhi,Bike,Completed,430
197,2024-03-09 04:00:00,Bangalore,Bike,Cancelled,1054
198,2024-03-09 05:00:00,Bangalore,Bike,Completed,1069
199,2024-03-09 06:00:00,Mumbai,Sedan,Completed,653
200,2024-03-09 07:00:00,Delhi,Auto,Completed,1029
201,2024-03-09 08:00:00,Bangalore,Mini,Completed,1351
202,2024-03-09 09:00:00,Pune,Sedan,Cancelled,293
203,2024-03-09 10:00:00,Mumbai,Sedan,Completed,629
204,2024-03-09 11:00:00,Bangalore,Sedan,Completed,944
205,2024-03-09 12:00:00,Bangalore,Mini,Completed,1366
206,2024-03-09 13:00:00,Mumbai,Bike,Completed,1399
207,2024-03-09 14:00:00,Mumbai,Mini,Cancelled,738
208,2024-03-09 15:00:00,Pune,Bike,Completed,577
209,2024-03-09 16:00:00,Pune,Mini,Completed,579
210,2024-03-09 17:00:00,Bangalore,Auto,Completed,387
211,2024-03-09 18:00:00,Bangalore,Sedan,Completed,797
212,2024-03-09 19:00:00,Mumbai,Sedan,Completed,794
213,2024-03-09 20:00:00,Bangalore,Sedan,Completed,639
214,2024-03-09 21:00:00,Bangalore,Bike,Completed,429
215,2024-03-09 22:00:00,Mumbai,Mini,Completed,569
216,2024-03-09 23:00:00,Bangalore,Auto,Completed,948
217,2024-03-10 00:00:00,Bangalore,Mini,Completed,633
218,2024-03-10 01:00:00,Delhi,Sedan,Cancelled,566
219,2024-03-10 02:00:00,Pune,Auto,Cancelled,1076
220,2024-03-10 03:00:00,Mumbai,Auto,Completed,519
221,2024-03-10 04:00:00,Delhi,Sedan,Completed,1245
222,2024-03-10 05:00:00,Pune,Mini,Completed,861
223,2024-03-10 06:00:00,Pune,Sedan,Cancelled,1105
224,2024-03-10 07:00:00,Pune,Mini,Cancelled,990
225,2024-03-10 08:00:00,Delhi,Auto,Cancelled,407
226,2024-03-10 09:00:00,Delhi,Auto,Cancelled,1023
227,2024-03-10 10:00:00,Pune,Sedan,Completed,433
228,2024-03-10 11:00:00,Bangalore,Auto,Cancelled,1053
229,2024-03-10 12:00:00,Bangalore,Bike,Completed,1449
230,2024-03-10 13:00:00,Delhi,Auto,Completed,1121
231,2024-03-10 14:00:00,Delhi,Bike,Completed,888
232,2024-03-10 15:00:00,Delhi,Auto,Cancelled,931
233,2024-03-10 16:00:00,Pune,Sedan,Cancelled,943
234,2024-03-10 17:00:00,Bangalore,Sedan,Completed,349
235,2024-03-10 18:00:00,Delhi,Bike,Completed,1218
236,2024-03-10 19:00:00,Delhi,Sedan,Cancelled,1419
237,2024-03-10 20:00:00,Mumbai,Auto,Completed,283
238,2024-03-10 21:00:00,Pune,Auto,Completed,1383
239,2024-03-10 22:00:00,Mumbai,Sedan,Completed,898
240,2024-03-10 23:00:00,Bangalore,Auto,Completed,285
241,2024-03-11 00:00:00,Mumbai,Mini,Completed,1192
242,2024-03-11 01:00:00,Mumbai,Mini,Completed,937
243,2024-03-11 02:00:00,Mumbai,Auto,Cancelled,726
244,2024-03-11 03:00:00,Pune,Sedan,Completed,958
245,2024-03-11 04:00:00,Bangalore,Bike,Cancelled,107
246,2024-03-11 05:00:00,Mumbai,Sedan,Completed,1388
247,2024-03-11 06:00:00,Pune,Bike,Completed,882
248,2024-03-11 07:00:00,Bangalore,Sedan,Completed,874
249,2024-03-11 08:00:00,Delhi,Auto,Completed,1106
250,2024-03-11 09:00:00,Mumbai,Mini,Cancelled,1494
251,2024-03-11 10:00:00,Bangalore,Sedan,Completed,776
252,2024-03-11 11:00:00,Mumbai,Bike,Completed,1206
253,2024-03-11 12:00:00,Delhi,Mini,Completed,310
254,2024-03-11 13:00:00,Bangalore,Bike,Cancelled,1436
255,2024-03-11 14:00:00,Pune,Auto,Completed,1460
256,2024-03-11 15:00:00,Bangalore,Mini,Completed,589
257,2024-03-11 16:00:00,Pune,Bike,Completed,738
258,2024-03-11 17:00:00,Bangalore,Sedan,Cancelled,290
259,2024-03-11 18:00:00,Pune,Auto,Completed,770
260,2024-03-11 19:00:00,Delhi,Auto,Completed,942
261,2024-03-11 20:00:00,Delhi,Auto,Completed,434
262,2024-03-11 21:00:00,Delhi,Sedan,Completed,1210
263,2024-03-11 22:00:00,Bangalore,Sedan,Completed,678
264,2024-03-11 23:00:00,Delhi,Mini,Completed,161
265,2024-03-12 00:00:00,Mumbai,Sedan,Completed,486
266,2024-03-12 01:00:00,Delhi,Mini,Completed,1269
267,2024-03-12 02:00:00,Pune,Auto,Completed,252
268,2024-03-12 03:00:00,Pune,Mini,Completed,718
269,2024-03-12 04:00:00,Pune,Bike,Cancelled,797
270,2024-03-12 05:00:00,Bangalore,Auto,Driver_No_Show,1472
271,2024-03-12 06:00:00,Mumbai,Auto,Completed,277
272,2024-03-12 07:00:00,Delhi,Mini,Cancelled,946
273,2024-03-12 08:00:00,Mumbai,Auto,Completed,586
274,2024-03-12 09:00:00,Mumbai,Sedan,Cancelled,1370
275,2024-03-12 10:00:00,Pune,Bike,Completed,1377
276,2024-03-12 11:00:00,Pune,Mini,Completed,599
277,2024-03-12 12:00:00,Pune,Mini,Completed,640
278,2024-03-12 13:00:00,Bangalore,Auto,Cancelled,1475
279,2024-03-12 14:00:00,Mumbai,Sedan,Completed,112
280,2024-03-12 15:00:00,Mumbai,Auto,Completed,250
281,2024-03-12 16:00:00,Bangalore,Auto,Completed,1173
282,2024-03-12 17:00:00,Bangalore,Mini,Completed,1338
283,2024-03-12 18:00:00,Bangalore,Auto,Completed,1090
284,2024-03-12 19:00:00,Mumbai,Bike,Completed,743
285,2024-03-12 20:00:00,Mumbai,Auto,Completed,471
286,2024-03-12 21:00:00,Pune,Auto,Cancelled,1236
287,2024-03-12 22:00:00,Pune,Mini,Completed,351
288,2024-03-12 23:00:00,Mumbai,Auto,Completed,1464
289,2024-03-13 00:00:00,Pune,Sedan,Completed,152
290,2024-03-13 01:00:00,Bangalore,Mini,Completed,1253
291,2024-03-13 02:00:00,Delhi,Auto,Cancelled,292
292,2024-03-13 03:00:00,Pune,Bike,Cancelled,690
293,2024-03-13 04:00:00,Mumbai,Bike,Completed,1180
294,2024-03-13 05:00:00,Pune,Mini,Driver_No_Show,196
295,2024-03-13 06:00:00,Pune,Mini,Cancelled,297
296,2024-03-13 07:00:00,Pune,Auto,Driver_No_Show,246
297,2024-03-13 08:00:00,Delhi,Sedan,Completed,1418
298,2024-03-13 09:00:00,Bangalore,Auto,Completed,822
299,2024-03-13 10:00:00,Mumbai,Bike,Completed,783
300,2024-03-13 11:00:00,Delhi,Sedan,Completed,1135
301,2024-03-13 12:00:00,Mumbai,Sedan,Completed,432
302,2024-03-13 13:00:00,Mumbai,Sedan,Cancelled,1343
303,2024-03-13 14:00:00,Mumbai,Auto,Completed,1465
304,2024-03-13 15:00:00,Delhi,Bike,Completed,611
305,2024-03-13 16:00:00,Bangalore,Mini,Completed,271
306,2024-03-13 17:00:00,Mumbai,Auto,Completed,1289
307,2024-03-13 18:00:00,Bangalore,Mini,Completed,1293
308,2024-03-13 19:00:00,Bangalore,Sedan,Cancelled,663
309,2024-03-13 20:00:00,Pune,Sedan,Completed,611
310,2024-03-13 21:00:00,Delhi,Auto,Cancelled,1312
311,2024-03-13 22:00:00,Delhi,Bike,Driver_No_Show,1243
312,2024-03-13 23:00:00,Pune,Sedan,Completed,204
313,2024-03-14 00:00:00,Pune,Mini,Driver_No_Show,773
314,2024-03-14 01:00:00,Bangalore,Mini,Completed,906
315,2024-03-14 02:00:00,Mumbai,Auto,Completed,1164
316,2024-03-14 03:00:00,Delhi,Mini,Completed,988
317,2024-03-14 04:00:00,Mumbai,Bike,Completed,975
318,2024-03-14 05:00:00,Mumbai,Sedan,Cancelled,776
319,2024-03-14 06:00:00,Pune,Mini,Completed,420
320,2024-03-14 07:00:00,Mumbai,Mini,Completed,434
321,2024-03-14 08:00:00,Bangalore,Sedan,Completed,1283
322,2024-03-14 09:00:00,Pune,Auto,Completed,363
323,2024-03-14 10:00:00,Mumbai,Mini,Completed,964
324,2024-03-14 11:00:00,Pune,Auto,Cancelled,451
325,2024-03-14 12:00:00,Bangalore,Auto,Completed,1333
326,2024-03-14 13:00:00,Bangalore,Mini,Completed,775
327,2024-03-14 14:00:00,Mumbai,Bike,Completed,1018
328,2024-03-14 15:00:00,Pune,Auto,Completed,104
329,2024-03-14 16:00:00,Mumbai,Mini,Completed,133
330,2024-03-14 17:00:00,Mumbai,Auto,Cancelled,1268
331,2024-03-14 18:00:00,Pune,Sedan,Completed,450
332,2024-03-14 19:00:00,Mumbai,Bike,Completed,682
333,2024-03-14 20:00:00,Bangalore,Bike,Completed,564
334,2024-03-14 21:00:00,Pune,Sedan,Completed,447
335,2024-03-14 22:00:00,Pune,Sedan,Completed,224
336,2024-03-14 23:00:00,Pune,Auto,Completed,1394
337,2024-03-15 00:00:00,Pune,Sedan,Completed,456
338,2024-03-15 01:00:00,Mumbai,Bike,Cancelled,626
339,2024-03-15 02:00:00,Mumbai,Sedan,Completed,597
340,2024-03-15 03:00:00,Bangalore,Mini,Completed,1276
341,2024-03-15 04:00:00,Delhi,Mini,Completed,152
342,2024-03-15 05:00:00,Delhi,Auto,Completed,248
343,2024-03-15 06:00:00,Bangalore,Bike,Cancelled,602
344,2024-03-15 07:00:00,Delhi,Mini,Completed,969
345,2024-03-15 08:00:00,Bangalore,Sedan,Completed,318
346,2024-03-15 09:00:00,Mumbai,Mini,Completed,1400
347,2024-03-15 10:00:00,Pune,Mini,Cancelled,551
348,2024-03-15 11:00:00,Pune,Auto,Completed,182
349,2024-03-15 12:00:00,Mumbai,Sedan,Completed,1341
350,2024-03-15 13:00:00,Pune,Sedan,Completed,837
351,2024-03-15 14:00:00,Pune,Sedan,Completed,626
352,2024-03-15 15:00:00,Delhi,Auto,Completed,503
353,2024-03-15 16:00:00,Mumbai,Sedan,Completed,389
354,2024-03-15 17:00:00,Delhi,Sedan,Cancelled,519
355,2024-03-15 18:00:00,Delhi,Mini,Completed,438
356,2024-03-15 19:00:00,Pune,Mini,Completed,876
357,2024-03-15 20:00:00,Pune,Sedan,Cancelled,810
358,2024-03-15 21:00:00,Mumbai,Bike,Completed,1086
359,2024-03-15 22:00:00,Pune,Bike,Driver_No_Show,1058
360,2024-03-15 23:00:00,Pune,Sedan,Completed,1330
361,2024-03-16 00:00:00,Mumbai,Bike,Completed,785
362,2024-03-16 01:00:00,Pune,Auto,Completed,1388
363,2024-03-16 02:00:00,Delhi,Mini,Completed,1159
364,2024-03-16 03:00:00,Mumbai,Auto,Completed,472
365,2024-03-16 04:00:00,Pune,Mini,Cancelled,1382
366,2024-03-16 05:00:00,Bangalore,Bike,Driver_No_Show,1093
367,2024-03-16 06:00:00,Mumbai,Bike,Completed,630
368,2024-03-16 07:00:00,Mumbai,Sedan,Completed,1023
369,2024-03-16 08:00:00,Bangalore,Bike,Completed,122
370,2024-03-16 09:00:00,Pune,Bike,Cancelled,203
371,2024-03-16 10:00:00,Pune,Sedan,Completed,340
372,2024-03-16 11:00:00,Mumbai,Sedan,Completed,1104
373,2024-03-16 12:00:00,Mumbai,Mini,Completed,1002
374,2024-03-16 13:00:00,Pune,Bike,Completed,1376
375,2024-03-16 14:00:00,Pune,Mini,Driver_No_Show,1265
376,2024-03-16 15:00:00,Delhi,Mini,Completed,913
377,2024-03-16 16:00:00,Mumbai,Auto,Completed,754
378,2024-03-16 17:00:00,Mumbai,Bike,Completed,882
379,2024-03-16 18:00:00,Bangalore,Bike,Completed,406
380,2024-03-16 19:00:00,Delhi,Auto,Completed,107
381,2024-03-16 20:00:00,Pune,Mini,Completed,1192
382,2024-03-16 21:00:00,Delhi,Bike,Completed,674
383,2024-03-16 22:00:00,Pune,Mini,Completed,1191
384,2024-03-16 23:00:00,Pune,Auto,Completed,1011
385,2024-03-17 00:00:00,Delhi,Sedan,Completed,617
386,2024-03-17 01:00:00,Mumbai,Mini,Cancelled,1242
387,2024-03-17 02:00:00,Pune,Bike,Completed,1154
388,2024-03-17 03:00:00,Delhi,Sedan,Completed,582
389,2024-03-17 04:00:00,Bangalore,Mini,Completed,306
390,2024-03-17 05:00:00,Delhi,Mini,Completed,768
391,2024-03-17 06:00:00,Bangalore,Sedan,Completed,678
392,2024-03-17 07:00:00,Pune,Sedan,Cancelled,486
393,2024-03-17 08:00:00,Delhi,Sedan,Completed,511
394,2024-03-17 09:00:00,Delhi,Bike,Completed,1493
395,2024-03-17 10:00:00,Bangalore,Bike,Cancelled,1476
396,2024-03-17 11:00:00,Delhi,Mini,Completed,1459
397,2024-03-17 12:00:00,Delhi,Mini,Cancelled,990
398,2024-03-17 13:00:00,Pune,Auto,Completed,1005
399,2024-03-17 14:00:00,Delhi,Bike,Cancelled,1412
400,2024-03-17 15:00:00,Mumbai,Mini,Cancelled,1062
401,2024-03-17 16:00:00,Bangalore,Sedan,Driver_No_Show,1064
402,2024-03-17 17:00:00,Delhi,Sedan,Cancelled,239
403,2024-03-17 18:00:00,Bangalore,Bike,Cancelled,399
404,2024-03-17 19:00:00,Bangalore,Sedan,Completed,1136
405,2024-03-17 20:00:00,Bangalore,Auto,Completed,763
406,2024-03-17 21:00:00,Delhi,Mini,Completed,924
407,2024-03-17 22:00:00,Delhi,Mini,Completed,499
408,2024-03-17 23:00:00,Bangalore,Mini,Driver_No_Show,1091
409,2024-03-18 00:00:00,Mumbai,Bike,Completed,1232
410,2024-03-18 01:00:00,Bangalore,Sedan,Cancelled,1479
411,2024-03-18 02:00:00,Mumbai,Auto,Cancelled,248
412,2024-03-18 03:00:00,Bangalore,Bike,Completed,406
413,2024-03-18 04:00:00,Pune,Mini,Completed,1183
414,2024-03-18 05:00:00,Bangalore,Auto,Completed,534
415,2024-03-18 06:00:00,Bangalore,Mini,Completed,120
416,2024-03-18 07:00:00,Delhi,Mini,Completed,974
417,2024-03-18 08:00:00,Mumbai,Bike,Driver_No_Show,481
418,2024-03-18 09:00:00,Pune,Mini,Cancelled,344
419,2024-03-18 10:00:00,Mumbai,Auto,Completed,1196
420,2024-03-18 11:00:00,Pune,Mini,Completed,1199
421,2024-03-18 12:00:00,Bangalore,Sedan,Completed,797
422,2024-03-18 13:00:00,Delhi,Mini,Completed,689
423,2024-03-18 14:00:00,Delhi,Bike,Completed,489
424,2024-03-18 15:00:00,Mumbai,Auto,Completed,1465
425,2024-03-18 16:00:00,Delhi,Bike,Completed,1413
426,2024-03-18 17:00:00,Mumbai,Sedan,Completed,667
427,2024-03-18 18:00:00,Mumbai,Mini,Cancelled,1454
428,2024-03-18 19:00:00,Pune,Bike,Completed,358
429,2024-03-18 20:00:00,Mumbai,Bike,Completed,525
430,2024-03-18 21:00:00,Pune,Bike,Completed,1129
431,2024-03-18 22:00:00,Delhi,Bike,Completed,105
432,2024-03-18 23:00:00,Mumbai,Sedan,Completed,290
433,2024-03-19 00:00:00,Mumbai,Sedan,Completed,247
434,2024-03-19 01:00:00,Bangalore,Mini,Completed,504
435,2024-03-19 02:00:00,Mumbai,Mini,Completed,357
436,2024-03-19 03:00:00,Mumbai,Auto,Completed,829
437,2024-03-19 04:00:00,Bangalore,Sedan,Completed,189
438,2024-03-19 05:00:00,Bangalore,Bike,Completed,923
439,2024-03-19 06:00:00,Delhi,Bike,Completed,109
440,2024-03-19 07:00:00,Mumbai,Auto,Cancelled,1210
